OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR
147,Nps_388,Center Parking,NACE,840,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,158.479622122594,637.907541859345,0762,,0000,RES 037A0000,
148,Nps_393,Center Parking,NACE,840,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,102.59930196472,500.480803566203,0762,,0000,RES 037A0000,
149,Nps_376,Triangle,NACE,877,"Maryland Ave., Between 2nd & Constitution Ave., NE",1,,NPS,204,,160.583687300592,738.078610648017,0000,,0000,RES 02040000,
150,Nps_375,Triangle,NACE,877,"Maryland Ave., Between 2nd & Constitution Ave., NE",1,,NPS,204,,92.8197615089833,433.516792264604,0000,,0000,RES 02040000,
151,Nps_368,Triangle,NACE,877,"Maryland Ave., Between 3rd & Constitution Ave., NE",1,,NPS,205,,121.965102871943,514.100054540155,0000,,0000,RES 02050000,
152,Nps_363,Triangle,NACE,877,"Maryland Ave., Between 3rd & Constitution Ave., NE",1,,NPS,205,,49.4105990465502,114.24431081844,0000,,0000,RES 02050000,
153,Nps_361,Triangle - Mellon Fountain,NACC,892,"6th st., Between Pennsylvania & Constitution Aves.","3, 8",,NPS,546,Mellon Fountain,173.420269562458,1429.23352407114,0461,E,0000,RES 05460000,
154,Nps_369,Triangle - Mellon Fountain,NACC,892,"6th st., Between Pennsylvania & Constitution Aves.","3, 8",,NPS,546,,113.65139413074,313.69070999968,0461,E,0000,RES 05460000,
155,Nps_349,"The Mall, L'enfant Square",NACC,802,"9th To 7th St., NW & Constitution Ave., Nw To Independence Avenue, SW",1,,NPS,03A,,181.698104926026,2110.80946662072,0432,S,0000,RES 00350000,
156,Nps_345,Triangle,NACC,840,"7th & 9th Sts. To Above Pennsylvania Ave., NW",1,,NPS,036,,179.338319037851,1904.75308301169,0432,S,0000,RES 00360000,
157,Nps_346,Triangle ( FDR Memorial Stone),NACC,840,"9th St., Below Pennsylvania Ave., NW",1,,NPS,035,FDR Memorial Stone,150.398306843152,645.482639363595,0432,S,0000,RES 00360000,
158,Nps_340,Park (Part of Sq. E 87),NACE,892,"Virginia & New York Aves. To 20th & 21st Sts., NW",9,,NPS,378,,509.516105358256,7574.5855429407,0087,E,0000,RES 01050000,
159,,,NAMA,,"Constitution Ave., between 21st & 22nd Sts., NW",<Null>,,NPS,332A,,378.830052484265,4073.00953314186,0088,,0000,RES 332A0000,
160,Nps_334,Edward J. Kelly Park,NACC,875,"Virginia Ave., between 21st & New York Ave., NW",1,,NPS,105,Edward J. Kelly Park,273.848503101417,3009.5136086167,0087,E,0000,RES 01050000,
161,Nps_015,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,293.745024885875,2439.75440647916,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
162,Nps_008,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,186.593665017684,1686.10387851713,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
163,Nps_010,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,431.031197793854,9339.11990196051,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
164,Nps_009,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,309.753359481496,2693.4206444431,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
165,Nps_303,Center Parking,NACC,840,"New Hampshire Ave., Between G st. & Virginia Ave., NW",8,,NPS,026K,,152.890264827133,1293.03779915775,0008,E,0800,0008E   0800,
166,Nps_268,Washington Circle,NACC,824,"Pennsylvania & New Hampshire Aves., NW",1,,NPS,026,Washington Circle,333.861355587791,8869.97592029811,0040,N,0000,RES 00260000,
167,Nps_285,Triangle,NACC,840,"Pennsylvania Ave., Between 21st & I Sts., NW",1,,NPS,028,,225.010563753096,1736.88871545356,0101,N,0000,RES 00280000,
168,Nps_282,James Monroe Park,NACC,840,"Pennsylvania Ave., Between 20th & I Sts., NW",1,,NPS,029,James Monroe Park,215.252750046106,1587.60193793574,0000,,0000,RES 00290000,
169,Nps_287,Triangle,ROCR,0,"Virginia Ave., Between 27th & I Sts., Nw [Bricked]",1,1965-03-02T00:00:00.000Z,NPS,095,,40.4586796591326,76.323302785482,0000,,0000,RES 00950000,
170,Nps_295,Triangle,NACC,840,"Pennsylvania Ave., Between 18th & H Sts., NW",1,,NPS,031,,197.285389230623,1460.52987023827,0105,S,0000,RES 00310000,
171,Nps_296,Triangle,NACC,840,"Pennsylvania  Ave., Between 19th & H sts., NW",1,,NPS,030,,233.204129422446,1704.61163518291,0141,N,0000,RES 00300000,
172,Nps_273,Farragut Square,NACC,818,"17th St., Between I & K Sts., NW",1,,NPS,012,Farragut Square,334.657626871826,6377.00009241399,0185,W,0000,RES 00120000,
173,Nps_276,Mcpherson Square,NACC,874,"15th St., Between I & K Sts., NW",1,,NPS,011,McPherson Square,341.694391989325,6755.30677897542,0218,W,0000,RES 00110000,
174,Nps_275,Franklin Square,NACC,812,"I To K St. & 13th To 14th Sts., NW",1,,NPS,009,Franklin Square,571.403595849872,19403.8535065964,0000,,0000,RES 00090000,
175,Nps_293,Triangle,NACC,876,"New York Ave. & H St., West Of 13th St., NW",1,,NPS,172,,73.5939201166566,322.210645072968,0251,,0000,RES 01720000,
176,Nps_291,Triangle,NACC,876,"New York Ave, & 13th st., NW East Of Res. 172",8,,NPS,172B,,69.3872329953989,249.066981007061,0251,,0000,RES 172B0000,
177,Nps_297,Triangle,NACC,876,"New York Ave., Between 13th & H Sts., NW",8,,NPS,172A,,65.6826387421835,242.431880031626,0000,,0000,RES 172A0000,
178,Nps_283,Triangle,NACC,876,"New York Ave. Between 12th & I Sts., NW",1,,NPS,173,,171.36809530557,1173.75059864851,0000,,0000,RES 01730000,
179,Nps_486,Shepherd Parkway,NACE,848,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,3158.89261876255,165525.896918503,0000,,0000,RES 04210000,
180,Nps_013,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,548.949636877445,3593.68304754036,0000,,0000,RES 04990000,
181,Nps_067,Westmoreland Circle,ROCR,892,"Massachusetts & Western Aves., NW","6, 8",,NPS,559,Westmoreland Circle,210.312732659633,3076.26863370373,1486,,0000,RES 05590000,
182,Nps_068,Triangle,ROCR,892,"Kansas Ave. & 7th St., North Of Sherman Circle, NW",8,,NPS,436,,160.448328856321,1433.83786688326,3216,,0000,RES 04360000,
183,Nps_077,Triangle,ROCR,892,"Kansas Ave., South Of Sherman Circle, NW",8,,NPS,438,,159.552413349674,1441.26659963613,3141,,0000,RES 04380000,
184,Nps_069,Triangle,ROCR,892,"Illinois Ave., Between 7th & Decatur Sts., NW",8,,NPS,447,,126.560761478416,832.245545328239,3144,,0000,RES 04470000,
185,Nps_078,Triangle,ROCR,892,"Illinois Ave., Between 7th & Buchanan Sts., NW",8,,NPS,448,,126.613346052171,837.297578534849,3219,,0000,RES 04480000,
186,Nps_211,Fort Circle Park,NACE,832,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,2297.37139466976,115643.809381819,"5071,5076,5077,5094",E,0000,RES 05230000,
187,Nps_314,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,8305.76536378531,797103.531248294,0000,,0000,RES 343F0000,
188,Nps_384,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,4872.29967004212,221288.603251445,0000,,0000,RES 343F0000,
189,Nps_355,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,213.314059355428,2458.34219285533,0000,,0000,RES 343F0000,
190,Nps_354,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,235.892957784235,1728.99917739427,0000,,0000,RES 343F0000,
191,Nps_365,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,91.7729848474264,526.233677618326,0000,,0000,RES 343F0000,
192,Nps_505,Fort Circle Park,ROCR,832,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,516.591366175949,12045.6296957817,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0000,RES 04970000,
193,Nps_048,Fort Circle Park,ROCR,832,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,1256.54055367122,43948.0486133849,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0000,RES 04970000,
194,Nps_179,Triangle,ROCR,892,"Connecticut Ave., Between 20th & R Sts., NW",8,,NPS,554,,40.0670315141013,71.1306127583478,0000,,0000,RES 05540000,
195,Nps_176,Triangle,NACC,877,"Florida Ave., Between 21st & South Of S Sts., NW",1,,NPS,270,,27.28570027406,36.3330215961898,0065,,0000,RES 02700000,
196,Nps_186,Sheridan Circle,NACC,825,"Massachusetts Ave., Between 23rd & R Sts., NW",8,,NPS,057A,Sheridan Circle,162.784748727576,2108.7134250219,2512,W,0000,RES 057A0000,
197,Nps_165,Montrose Park,ROCR,891,"R St. & Lovers Ln., NW",8,,NPS,324,Montrose Park,1050.61631348497,63459.6839313498,2156,,0000,RES 03240000,
198,Nps_151,Dumbarton Oaks Park,ROCR,863,"Whitehaven Park & Montrose Park, NW",10,,NPS,637,Dumbarton Oaks Park,1864.81544458658,110129.001300985,2155,,0000,RES 06370000,
199,Nps_167,Triangle,NACC,877,"Florida Ave., Between 19th st. & T Sts., NW",8,,NPS,270A,,55.5569501375942,148.773518640178,0000,,0000,RES 270A0000,
200,Nps_163,Triangle,NACC,876,Below New Hampshire Ave. & 16th St. NW,8,,NPS,146,,78.4192845055207,282.869411115839,0000,,0000,RES 01460000,
201,Nps_154,Triangle,NACC,876,"Above New Hampshire Ave. & 16th St., NW",8,,NPS,147,,80.3248568789177,299.245082845813,0000,,0000,RES 01470000,
202,Nps_180,Triangle,NACC,877,"Florida Ave., Between R & 2nd Sts., NW",1,,NPS,276,,36.7256475306474,53.3866913557443,0000,,0000,RES 02760000,
203,Nps_184,Triangle,NACC,877,"Florida Ave., Between 1st & R Sts., NW",8,,NPS,276A,,144.759781772349,789.798858898816,3099,,0000,RES 276A0000,
204,Nps_166,Triangle,NACC,877,"Florida Ave., Between T & West Of 6th Sts., NW",1,,NPS,274,,10.3948917055687,6.31586272561184,0000,,0000,RES 02740000,
205,Nps_145,Triangle,NACC,877,"Florida Ave., & 10th St., NW",1,,NPS,272,,27.8672292440824,34.3048258010655,0000,,0000,RES 02720000,
206,Nps_143,Meridian Hill Park,ROCR,872,"16th St., Between Euclid & W Sts. NW",4,,NPS,327,Meridian Hill Park,1098.89047119593,45737.1862067503,"2569,2570,2573",,0000,RES 03270000,
207,Nps_137,Rabaut Park,ROCR,878,"Mt. Pleasant St., Between 16th St., & Harvard St., NW",8,,NPS,309C,Rabaut Park,195.07626872686,2286.39062576876,0000,,0000,RES 309C0000,
208,Nps_500,Triangle,NACE,893,"Central Ave., Between 50th & East Capitol Sts., SE",8,,NPS,669,,195.707754043288,755.711444018876,0000,,0000,RES 06690000,
209,Nps_392,"The Mall, Seaton Park, West",NACC,802,"6th To 4th., NW & Constitution NW To Independence","1,  7, 9",,NPS,005,,183.219114848569,1664.66388276899,0492,N,0800,0492N   0800,
210,Nps_544,Beach Parkway,ROCR,821,"DC Line, Between East & West Beach Drive, NW","5, 6",,NPS,432,Beach Parkway,2765.0169611976,72226.0629510173,0000,,0000,RES 04320000,
211,Nps_001,North Portal,ROCR,821,"16th St.,between North Portal & South Portal Drs.","5, 6",,NPS,433,North Portal,1793.86268619857,35374.3327764267,0000,,0000,RES 04330000,
212,Nps_450,Triangle,NACE,875,"Virginia Ave., Between West Side Of 7th & K Sts., SE",8,,NPS,124A,,24.6210041891237,29.8988821076004,0000,,0000,RES 124A0000,
213,Nps_292,Theodore Roosevelt Island (Analostan Island),GWMP,854,"Potomac River, NW",10,,NPS,560,Theodore Roosevelt Island,4299.76961674309,341456.02400767,PAR ,,0001,PAR 03180001,0318
214,Nps_521,Lady Bird Johnson Park (Columbia Island),GWMP,835,Between Potomac River & Boundary Channel,9,,NPS,344,Lady Bird Johnson Park,4854.92705087449,546422.584431806,PAR ,,0001,PAR 03170001,
215,Nps_387,Triangle,NACC,877,"Maryland Ave., Between 3rd & Independence Ave., SW",1,,NPS,201,,172.429264167887,1282.03511186438,0000,,0000,RES 02010000,
216,Nps_359,Curb Parking,NACC,801,"Constitution Ave., Between 22nd & 23rd Sts., NW",2,,NPS,332B,,224.806350422175,2296.51560799066,"0062,0063",,0000,RES 332B0000,
217,Nps_350,Triangle,NACC,892,"Virginia Ave., Between 18th & C Sts., NW",9,,NPS,383,,253.232607087864,2626.02579953035,0146,,0000,RES 03830000,
218,Nps_352,Square 147 (Pan American Annex),NACC,892,"Virginia & Constitution Aves. To 18th & 19th Sts., NW",9,,NPS,384,,420.119568747873,9048.06470691302,0147,,0000,RES 03840000,
219,Nps_362,Triangle,NACC,875,"Constitution Ave. & 18th St., NW",1,,NPS,110,,81.3485118124013,294.071200283791,0000,,0000,RES 01100000,
220,Nps_332,Triangle,NACC,875,"New York Ave., Between Virginia Ave & 20th St., NW",1,,NPS,106,,374.155718359019,6521.24407146041,0104,S,0012,0104S   0012,
221,Nps_304,Triangle,NACE,877,"Maryland Ave., & G st. East Of 13th St.,, NE",1,,NPS,212,,99.6100512432358,325.354350995212,0000,,0000,RES 02120000,
222,Nps_301,Triangle,NACE,877,"Maryland Ave., 14th & G Sts., NE",1,,NPS,213,,56.749746332761,119.604833192289,0000,,0000,RES 02130000,
223,Nps_288,Center Parking,NACC,840,"New Hampshire Ave. & L St., NW",8,,NPS,026G,,248.679639083676,352.732180259437,0030,,0000,RES 026H0000,
224,Nps_279,Curb Parking,NACE,878,"I St., Between 5th & 6th Sts., NE",8,,NPS,315,,81.2648578258573,212.773674327632,0831,,0802,0831    0802,
225,Nps_265,Triangle,NACC,875,"Massachusetts Ave., Between 11th & L Sts., NW",8,,NPS,069A,,20.501948389373,21.7808772349661,0000,,0000,RES 069A0000,
226,Nps_258,Samuel Gompers Memorial Park,NACC,875,"Massachusetts Ave. & L St. To 10th & 11th Sts., NW",1,,NPS,069,Samuel Gompers Memorial Park,31.2946462697421,49.5148195582332,0000,,0000,RES 069A0000,
227,Nps_494,Shepherd Parkway,NACE,848,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2396.85609344411,107050.858419811,0000,,0000,RES 04210000,
228,Nps_007,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,410.946974603269,7706.86075250379,0000,,0000,RES 04990000,
229,Nps_011,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,558.379577438162,5691.50611192221,0000,,0000,RES 04990000,
230,Nps_014,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,442.366457524616,5581.7607363184,0000,,0000,RES 04990000,
231,Nps_016,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,290.292369351613,2420.84312393808,0000,,0000,RES 04990000,
232,Nps_017,Fort Circle Park,ROCR,832,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,201.754177110216,1388.43896956358,0000,,0000,RES 04990000,
233,Nps_038,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,503.131908037111,4986.15259069823,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
234,Nps_039,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,191.859789460905,2040.99833038149,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
235,Nps_037,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,191.853674769402,2040.90060070507,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
236,Nps_029,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,163.30848193309,1613.62906652544,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
237,Nps_027,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,267.52432625203,3012.72987969959,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
238,Nps_018,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,261.343630094494,2714.01392240535,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
239,Nps_021,Fort Circle Park,ROCR,832,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,860.251100189682,21798.1286004565,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0000,RES 04970000,
240,Nps_019,Fort Slocum Park,ROCR,887,"2nd & 3rd Sts. To Oglethorpe & Madison Sts., NE","5, 6",,NPS,435,Fort Slocum Park,1161.23631962177,78906.6619899086,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0000,RES 04970000,
241,Nps_020,Fort Circle Park,ROCR,832,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,540.170866777743,11450.8135116036,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0000,RES 04970000,
242,Nps_031,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,967.159688805346,21568.5142684931,MULTI-SQUARES,,0000,RES 05150000,
243,Nps_033,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,276.479852933111,1088.65027463063,MULTI-SQUARES,,0000,RES 05150000,
244,Nps_041,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,499.926416994892,6811.24543961916,MULTI-SQUARES,,0000,RES 05150000,
245,Nps_040,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,665.148265208624,7523.77497448985,MULTI-SQUARES,,0000,RES 05150000,
246,Nps_050,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,181.645273399274,791.152298006739,MULTI-SQUARES,,0000,RES 05150000,
247,Nps_316,Triangle,NACC,877,"New Jersey Ave., Between 1st & F Sts., NW",1,,NPS,196,,94.6070465470253,350.806895287399,0000,,0000,RES 01960000,
248,Nps_311,Triangle,NACC,875,"Massachusetts Ave., Between North Capitol & F St.,",1,,NPS,078,,89.9900630935964,317.417575393713,0000,,0000,RES 00780000,
249,Nps_319,Area South Of Union station,NACC,873,"Union Station Plaza, NE",7,,NPS,334,Columbus Circle,551.607552189615,14363.6007542785,0000,,0000,RES 03340000,
250,Nps_344,Circle,NACC,840,"Indiana Ave., Between 7th & C Sts., NW",8,,NPS,036A,,74.9410245099066,446.919539870861,0459,,0000,RES 036A0000,
251,Nps_337,Triangle,NACC,876,"Indiana Ave., Between 3rd & D Sts., NW",1,,NPS,187,,105.507406232762,356.039183645085,0000,,0000,RES 01870000,
252,Nps_507,"President's Park, White House Ground, Exec. Office, Treasury Bldg.",NACC,813,"Pennsylvania Ave., Between 15th & 17th Streets NW",1,,NPS,001,White House Grounds,2379.52957373112,338423.022005374,0187,,0000,RES 00010000,
253,Nps_294,Lafayette Square,NACC,803,Pennsylvania Ave. to H St. and Jackson to Madison Pl.,1,,NPS,010,Lafayette Square,698.424818396788,28311.8482230699,0187,,0000,RES 00100000,
254,Nps_324,Commerce Building Plaza (Pershing Square),NACC,893,"Pennsylvania Ave. & E st. To 14th & 15th Sts., NW","8, 9",,NPS,617,Pershing Square,332.470068146981,5679.434989286,0226,,0000,RES 06170000,
255,Nps_331,Rawlins Park,NACC,819,"E st., Between 18th & 19th sSs. NW",1,,NPS,013,Rawlins Park,339.65568233044,5718.67668160065,0143,,0000,RES 00130000,
256,Nps_330,Walt Whitman Park,NACC,865,"E st., Between 19th & 20th Sts., NW","8, 9",,NPS,715,Walt Whitman Park,277.295664631519,4045.11216643651,0123,,0000,RES 07150000,
257,Nps_325,Triangle,NACC,0,Virginia Ave. & E St. NW,1,1965-08-03T00:00:00.000Z,NPS,102,,44.2165752364147,89.0911202976939,0000,,0000,RES 01020000,
258,Nps_329,Park (Adjoining Dept. of State),NACC,893,"Virginia Ave. & 22nd St., NW","8, 9",,NPS,720,,242.630133582611,3102.68542387573,0083,,0000,RES 07200000,
259,Nps_327,Triangle,NACC,875,"Virginia Ave., between 21st & D St NW",1,,NPS,104,,192.231918152346,721.986608842237,0083,,0809,0083    0809,
260,Nps_315,Triangle,NACC,875,Above Virginia Ave. & F St. NW,1,,NPS,101,,100.530394466863,413.024133284911,0058,,0000,RES 01010000,
261,Nps_313,Center Parking,ROCR,840,"New Hampshire Ave., North Of F st., NW",8,,NPS,026M,,120.675517905227,196.679959377141,0019,,0000,RES 026M0000,
262,Nps_309,Triangle,NACC,875,"Virginia Ave., Between 24th & G Sts., NW",1,,NPS,099,,68.0409607310912,216.51398064826,0031,,0000,RES 00990000,
263,Nps_307,Triangle,NACC,875,"Virginia Ave., Between 25th & G Sts., NW",1,,NPS,098,,47.2067342520967,95.1936988952523,0031,,0000,RES 00980000,
264,Nps_255,Triangle,NACC,875,"Massachusetts Ave. & L St. To 11th & 12th Sts., NW",1,,NPS,068,,184.952621713731,1514.71319448782,0000,,0000,RES 00680000,
265,Nps_257,Samuel Gompers Memorial Park,NACC,875,"Massachusetts Ave. & L St. To 10th & 11th Sts., NW",1,,NPS,069,Samuel Gompers Memorial Park,193.973847607849,1612.30299842673,0000,,0000,RES 00690000,
266,Nps_270,Triangle,NACC,875,"Massachusetts Ave., 8th & K Sts., NW",1,,NPS,070,,99.3660968098086,634.723464732876,0000,,0000,RES 00700000,
267,Nps_272,Triangle,NACC,876,"New York Ave., Between 9th & K Sts., NW",1,,NPS,175,,90.3548195755531,503.699277762082,0000,,0000,RES 01750000,
268,Nps_269,Triangle,NACC,876,"New York Ave., Between 7th & K Sts., NW",1,,NPS,176,,93.3223670349892,548.732936038006,0000,,0000,RES 01760000,
269,Nps_274,Triangle,NACC,875,"Massachusetts Ave., 7th & K Sts., NW",1,,NPS,071,,83.7687022487885,471.989272136441,0000,,0000,RES 00710000,
270,Nps_281,Triangle,NACC,875,"Massachusetts Av. & I St. To 5th & 6th Sts., NW",1,,NPS,072,,163.35632332767,1320.08004230262,0000,,0000,RES 00720000,
271,Nps_286,Triangle,NACC,875,"Below Massachusetts Ave., Between 5th & I Sts., NW",1,,NPS,073,,36.3908323223554,45.5546923846208,0000,,0000,RES 00730000,
272,Nps_277,Triangle,NACC,877,"New Jersey Ave., Between 2nd & Above I Sts., NW",1,,NPS,193,,162.075174772839,618.765505320438,0000,,0000,RES 01930000,
273,Nps_217,Scott Circle,NACC,827,"Massachusetts & Rhode Island Ave., NW","1, 8",,NPS,063,Scott Circle,148.107716961614,1627.40794830447,0000,,0000,RES 00630000,
274,Nps_214,Triangle,NACC,862,"North Of Res. 62 At Massachusetts Ave., NW",8,,NPS,062A,,75.7085909838501,212.068048432523,0000,,0000,RES 062A0000,
275,Nps_225,Triangle,NACC,862,"South Of Res. 62 At Rhode Island Ave., NW",8,,NPS,062B,,72.6587443137862,206.445589379144,0000,,0000,RES 062B0000,
276,Nps_212,Triangle,NACC,862,"West Of Scott Circle, Between Massachusetts & Rhode Island Ave., NW","1, 8",,NPS,062,,254.275858946871,1023.02588579694,0000,,0000,RES 00620000,
277,Nps_233,Triangle,NACC,862,"West Of Thomas Circle, Massachusetts Ave. & M st., NW",1,,NPS,065,,50.0927351104259,140.23699741909,0000,,0000,RES 00650000,
278,Nps_242,Triangle,NACC,862,"Massachusetts Ave. & M St., NW",1,,NPS,067,,57.7315442615447,170.182838344402,0000,,0000,RES 00670000,
279,Nps_227,Triangle,NACC,876,"Vermont Ave. & 14th St., North Of Thomas Circle, NW",1,,NPS,162,,52.1851846504232,95.1254762566673,0244,,0802,0244    0802,
280,Nps_210,Mary McLeod Bethune Council House,NACE,0,"Vermont Ave., NW", ,,NPS,0000,,99.110794068941,297.422350672287,0242,,0055,0242    0055,
281,Nps_208,Triangle,NACC,876,"Vermont Ave., Between 13th & O Sts. NW",1,,NPS,163,,91.8776048486887,474.801660384387,0000,,0000,RES 01630000,
282,Nps_204,Triangle,NACC,876,"Rhode Island Ave., Between 12th & P Sts., NW",1,,NPS,154,,138.900144340792,970.49411485654,0278,S,0000,RES 01540000,
283,Nps_203,Logan Circle,NACC,829,"Rhode Island & Vermont Aves., NW",1,,NPS,153,Logan Circle,344.468690661916,9442.51602530973,0000,,0000,RES 01530000,
284,Nps_200,Triangle,NACC,876,"New Jersey Ave., Between 4th & Q Sts., NW",1,,NPS,190,,77.0645737222927,178.382097353667,0000,,0000,RES 01900000,
285,Nps_514,Triangle,NACC,877,"New Jersey Ave., Between 3rd & N Sts., NW",8,,NPS,192,,148.430746168614,717.359184755966,0554,W,0000,RES 01920000,
286,Nps_191,Triangle,NACC,876,"Vermont Ave. & 12th St., South Of R st., NW",8,,NPS,165,,38.2449273415918,73.312311817965,0000,,0000,RES 01650000,
287,Nps_187,Triangle,NACC,893,"12th & Vermont Ave., North Of Q St., NW",8,,NPS,681,,147.258177771785,485.847297858103,0000,,0000,RES 06810000,
288,Nps_202,Dupont Circle,NACC,826,"Massachusetts & Connecticut Aves., NW",1,,NPS,060,Dupont Circle,340.699485008166,9237.04500600046,0114,E,0000,RES 00600000,
289,Nps_205,Triangle,NACC,862,"Massachusetts., Between 20th & P sts., NW",1,,NPS,059,,114.28515108736,745.843521669629,0095,E,0000,RES 00590000,
290,Nps_192,Triangle,NACC,876,"Connecticut Ave., Between 20th & Q Sts., NW",1,,NPS,149,,110.051294874275,423.978245310082,0000,,0000,RES 01490000,
291,Nps_193,Triangle,NACC,862,"Massachusetts Ave., Between 22nd & Q Sts., NW",1,,NPS,057,,90.5776964125378,282.636299473363,0067,,0000,RES 00570000,
292,Nps_197,Triangle,NACC,862,"Massachsetts Ave., Between 21st & Q Sts., NW",1,,NPS,058,,93.87284303179,304.142443003978,0066,S,0000,RES 00580000,
293,Nps_159,Whitehaven Parkway,ROCR,839,"W st., West Of Wisconsin Ave., NW","5, 6, 8",,NPS,357,Whitehaven Parkway,5158.68082725059,187603.350831219,MULTI-SQUARES,,0000,RES 03570000,
294,Nps_280,Triangle,NACC,877,"New Jersey Ave., Between 2nd & Below I Sts., NW",1,,NPS,194,,100.7257124405,626.789991137088,0000,,0000,RES 01940000,
295,Nps_259,Triangle,NACC,876,"New York Ave., Between 5th & L Sts., NW",1,,NPS,177,,32.0993268540819,62.444406214943,0000,,0000,RES 01770000,
296,Nps_498,Triangle,NACC,876,"New York Ave., Between East Side Of 5th & L Sts.,",8,,NPS,177A,,29.5593627358598,39.8086169781516,0000,,0000,RES 177A0000,
