element_1,element_2,track_name,playlist_genre,playlist_subgenre,track_artist,track_popularity,selected_artist,point_size_selected_artist,track_name_selected_artist,genre_selected_artist
1.2406388669798665,-7.486121103010778,Heroes (we could be),pop,dance pop,Alesso,73,,0.7,NA,NA
-0.24164873856622615,-4.29015152442674,It Ain’t Me (with Selena Gomez),pop,dance pop,Kygo,69,,0.7,NA,NA
0.8026641413846314,-5.504433063716953,Let Me Love You (Until You Learn To Love Yourself),pop,dance pop,Ne-Yo,69,,0.7,NA,NA
0.07397522483956714,-7.626275825599919,Let Me Love You,pop,dance pop,DJ Snake,81,,0.7,NA,NA
-0.5630475159249734,-7.138531569127392,Roses,pop,dance pop,The Chainsmokers,73,,0.7,NA,NA
0.044517560661131494,-8.92711452944411,Stay The Night ,pop,dance pop,Zedd,61,,0.7,NA,NA
0.6456813852377484,-6.0065190512636235,Latch,pop,dance pop,Disclosure,19,,0.7,NA,NA
0.5480041329926875,8.146603949718827,Flames,pop,dance pop,David Guetta,57,,0.7,NA,NA
0.7669802007744237,10.580876684535431,This Is What You Came For,pop,dance pop,Calvin Harris,79,,0.7,NA,NA
3.516035797944446,-6.4314280444920024,Wake Me Up,pop,dance pop,Avicii,84,,0.7,NA,NA
0.22211274103116738,-8.402216375466239,In My Mind,pop,dance pop,Dynoro,84,,0.7,NA,NA
1.9936193949080565,7.529473248767905,Titanium (feat. Sia),pop,dance pop,David Guetta,66,,0.7,NA,NA
1.4484830617162203,-7.728877457079491,Where Are Ü Now,pop,dance pop,Skrillex,8,,0.7,NA,NA
-1.1896449988926123,-9.119098705275272,Firework,pop,dance pop,Katy Perry,64,,0.7,NA,NA
-1.3000759773961643,9.14658387980602,Mi Gente (feat. Beyoncé),pop,dance pop,J Balvin,61,,0.7,NA,NA
1.0748786023345571,10.055343149005747,Don't You Worry Child ,pop,dance pop,Swedish House Mafia,27,,0.7,NA,NA
-0.906541662360056,-5.153467195980088,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",pop,dance pop,Justin Timberlake,74,,0.7,NA,NA
-0.26338322112427703,-4.12839629126456,Anything Could Happen,pop,dance pop,Ellie Goulding,57,,0.7,NA,NA
-2.744252329914473,-8.631153572094169,Poker Face,pop,dance pop,Lady Gaga,69,,0.7,NA,NA
1.579798804639709,9.427477741399597,How Deep Is Your Love,pop,dance pop,Calvin Harris,77,,0.7,NA,NA
1.2282990793061188,9.354853343073325,In Your Eyes (feat. Alida),pop,dance pop,Robin Schulz,74,,0.7,NA,NA
1.133967382915882,8.83533443592705,Wish You Well (with Sigala),pop,dance pop,Sigala,5,,0.7,NA,NA
0.4738862536553846,-8.080442588202258,Dive,pop,dance pop,Hot Shade,68,,0.7,NA,NA
4.116695755639214,4.570957108476534,No Goodbye,pop,dance pop,Paul Kalkbrenner,65,,0.7,NA,NA
-0.6195874569373736,-5.393725877451477,Work,pop,dance pop,MOTi,58,,0.7,NA,NA
-2.8002787801523468,10.190195367155013,Instagram,pop,dance pop,Dimitri Vegas & Like Mike,81,,0.7,NA,NA
0.4143717497058623,-8.84272767073493,Better Off Without You (feat. Shift K3Y),pop,dance pop,Becky Hill,68,,0.7,NA,NA
-0.05819836479493373,8.532418711477138,Butterfly,pop,dance pop,Molella,43,,0.7,NA,NA
-0.5672883666350536,-7.515791711524525,All The Love You Got,pop,dance pop,MOTi,57,,0.7,NA,NA
0.9912644715744159,-8.536660014432329,Love Is Not Enough,pop,dance pop,GATTÜSO,58,,0.7,NA,NA
0.32477847450734476,6.761767730070737,Lose Control,pop,dance pop,MEDUZA,91,,0.7,NA,NA
-2.140688615406086,-4.009561780655844,I Wanna Dance,pop,dance pop,Jonas Blue,67,,0.7,NA,NA
2.952161636813683,-5.285932501806109,After The Landslide ,pop,dance pop,Matt Simons,42,,0.7,NA,NA
0.8734198679312704,-5.088708243842531,Midnight Hour with Boys Noize & Ty Dolla $ign,pop,dance pop,Skrillex,70,,0.7,NA,NA
-2.7194317945021798,6.9373963371891,Pon de Replay,pop,dance pop,Ed Marquis,64,,0.7,NA,NA
-1.9787934754325234,-8.831839888295637,So Close,pop,dance pop,NOTD,79,,0.7,NA,NA
-0.4517347509883489,-3.6289991567438977,Look Into My Eyes,pop,dance pop,Brando,48,,0.7,NA,NA
-1.3668684663357298,-3.7131338518860852,Not in Control,pop,dance pop,Glaceo,53,,0.7,NA,NA
-1.9451908605535408,-7.961797859389651,BLUE,pop,dance pop,Tiësto,75,,0.7,NA,NA
-3.1801646679689606,6.705025815354086,Don't Waste My Time,pop,dance pop,Kharfi,46,,0.7,NA,NA
-0.669067348585719,-6.3541775241385965,Beat Of My Heart,pop,dance pop,Lost Frequencies,67,,0.7,NA,NA
-3.240416926488014,5.805067087465432,Don't Start Now ,pop,dance pop,Dua Lipa,65,,0.7,NA,NA
0.5157123471639826,7.595837938144684,Drunken Truth,pop,dance pop,Steve Void,56,,0.7,NA,NA
-0.6930205058968284,6.6726014563823695,Jacques,pop,dance pop,Jax Jones,42,,0.7,NA,NA
-0.3207396294911934,9.438282825640544,Stay (Don't Go Away) [feat. Raye],pop,dance pop,David Guetta,74,,0.7,NA,NA
1.7357616584784776,8.534712614541505,Solid Gold,pop,dance pop,PNAU,65,,0.7,NA,NA
1.5017354904913205,-5.6054281081370885,One Life,pop,dance pop,Mike Perry,64,,0.7,NA,NA
0.2582544172479077,8.544611479050495,All ‘Bout The Money,pop,dance pop,FAULHABER,51,,0.7,NA,NA
1.8802411822124945,-5.94660347808392,Never Letting Go,pop,dance pop,Audien,63,,0.7,NA,NA
0.753993445567412,-4.0069471244596215,Used To Love (with Dean Lewis),pop,dance pop,Martin Garrix,83,,0.7,NA,NA
1.1983134783400575,-5.348767867699115,Giulia,pop,dance pop,Prince Paris,55,,0.7,NA,NA
-2.1049212173177327,-7.596757796506799,What Do I Do? ,pop,dance pop,Georgia Ku,39,,0.7,NA,NA
4.915280560879802,5.519730371132521,Dreams Of You (feat. Rae Morris),pop,dance pop,Icarus,48,,0.7,NA,NA
1.8741060984340374,7.7290515661928625,I Will Let You Down (feat. KLARA),pop,dance pop,Madison Mars,59,,0.7,NA,NA
-2.301909984404449,5.251948323872633,Carillon (with Achille Lauro),pop,dance pop,Nahaze,64,,0.7,NA,NA
-2.642466385977878,6.439273898960622,La Vie ,pop,dance pop,DJ Ross,42,,0.7,NA,NA
1.824910494528031,7.420854823866295,Lullaby,pop,dance pop,R3HAB,70,,0.7,NA,NA
0.6978145406521126,9.559513383786589,Say It,pop,dance pop,Phantoms,57,,0.7,NA,NA
-3.1371480701539474,-3.0565504749481156,All This Time,pop,dance pop,Deorro,21,,0.7,NA,NA
-0.4031882403560082,-5.596401345617148,Acordeão,pop,dance pop,Tiësto,63,,0.7,NA,NA
