element_1,element_2,track_name,playlist_genre,playlist_subgenre,track_artist,track_popularity,selected_artist,point_size_selected_artist,track_name_selected_artist,genre_selected_artist,popular_tracks_selected_artist
-2.180595232531927,6.6657504591310115,Something About You (with Rudimental),pop,dance pop,Elderbrook,53,,0.1,NA,NA,NA
2.06899469430671,8.94553570711857,Home (feat. Bonn),pop,dance pop,Martin Garrix,72,,0.1,NA,NA,NA
0.8195343704670832,9.6274534105937,Simple (STVW Remix),pop,dance pop,FANNYPACK,39,,0.1,NA,NA,NA
-1.0128142659388621,9.637246494107357,Sorry,pop,dance pop,Joel Corry,75,,0.1,NA,NA,NA
-1.3207694839076263,9.093089359035012,Spicy (with Diplo & Charli XCX),pop,dance pop,Herve Pagez,60,,0.1,NA,NA,NA
2.78166227779005,-5.672005188930145,The Upside (feat. Elle King),pop,dance pop,Lindsey Stirling,18,,0.1,NA,NA,NA
-0.4214681295433961,7.340696084867117,Stay,pop,dance pop,Zedd,79,,0.1,NA,NA,NA
1.7337664792660648,-6.88200395189424,Million Voices,pop,dance pop,Armin van Buuren,60,,0.1,NA,NA,NA
-3.131938672182085,7.949997157151586,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",pop,dance pop,DJ Snake,83,,0.1,NA,NA,NA
-3.481634566068153,-7.235663699910755,Closer (feat. Halsey),pop,dance pop,The Chainsmokers,85,,0.1,NA,NA,NA
-0.7771133546371786,-7.452426577851428,Say My Name (feat. Zyra) ,pop,dance pop,ODESZA,47,,0.1,NA,NA,NA
1.0661025074372734,-8.738485889991116,Clarity,pop,dance pop,Zedd,74,,0.1,NA,NA,NA
-0.9910842720727071,9.398082053244433,Solo (feat. Demi Lovato),pop,dance pop,Clean Bandit,80,,0.1,NA,NA,NA
1.0600104504336822,6.606805883564587,Scared to Be Lonely,pop,dance pop,Martin Garrix,81,,0.1,NA,NA,NA
-1.2755934503318513,-7.905440807431352,Friends (with BloodPop®),pop,dance pop,Justin Bieber,76,,0.1,NA,NA,NA
-1.5693350494026956,9.406959302153139,RITMO (Bad Boys For Life),pop,dance pop,The Black Eyed Peas,96,,0.1,NA,NA,NA
-0.876919378842114,-7.825158783143209,Promises (with Sam Smith),pop,dance pop,Calvin Harris,84,,0.1,NA,NA,NA
-1.1520669573865348,-9.17504996189756,Turn Me On (feat. Vula),pop,dance pop,Riton,86,,0.1,NA,NA,NA
1.3588283969250181,-6.047743107451106,Light,pop,dance pop,San Holo,68,,0.1,NA,NA,NA
-0.8461292130383644,5.441149964149721,2U,pop,dance pop,David Guetta,66,,0.1,NA,NA,NA
0.31831742454591005,8.808641785768689,Something Just Like This,pop,dance pop,The Chainsmokers,83,,0.1,NA,NA,NA
-1.0627332603053918,10.16367447095255,One Kiss (with Dua Lipa),pop,dance pop,Calvin Harris,85,,0.1,NA,NA,NA
1.0635884065099785,-7.6753889859198505,Heroes (we could be),pop,dance pop,Alesso,73,,0.1,NA,NA,NA
-0.20881575767506932,-4.207550154882143,It Ain’t Me (with Selena Gomez),pop,dance pop,Kygo,69,,0.1,NA,NA,NA
0.21312430815005706,-6.537515469662753,Let Me Love You (Until You Learn To Love Yourself),pop,dance pop,Ne-Yo,69,,0.1,NA,NA,NA
0.05509628529873886,-7.6625596404758385,Let Me Love You,pop,dance pop,DJ Snake,81,,0.1,NA,NA,NA
-0.5381380493883411,-7.160338472977555,Roses,pop,dance pop,The Chainsmokers,73,,0.1,NA,NA,NA
-0.14251298687504932,-8.911848427549982,Stay The Night ,pop,dance pop,Zedd,61,,0.1,NA,NA,NA
0.6811090208856363,-6.01028963493855,Latch,pop,dance pop,Disclosure,19,,0.1,NA,NA,NA
